"id","naffairs","affair","age","age.cat","age.imp","male","educ","edu.cat","occup","occup.cat","kids","relig","religious","yrsmarr","yrsmarr.cat","yrsmarr.imp","ratemarr","rate.marr.cat"
1305,0,0,27,"25-29",27,0,14,"some-college",4,"clerical",1,2,"not-at-all",7,"6-8-yrs",7,2,"somewhat-unhappy"
1311,0,0,32,"30-34",30,1,16,"College-graduate",5,"admin",1,2,"not-at-all",4,"3-5-yrs",4,5,"very-happy"
1314,0,0,32,"30-34",30,1,16,"College-graduate",6,"manager",1,2,"not-at-all",4,"3-5-yrs",4,4,"somewhat-happy"
1319,0,0,22,"20-24",24,1,18,"Masters",4,"clerical",0,3,"slightly",1.5,"1-2-yrs",1,5,"very-happy"
1322,0,0,22,"20-24",22,0,14,"some-college",3,"skilled",1,4,"somewhat",4,"3-5-yrs",3,4,"somewhat-happy"
1324,0,0,17.5,"19-",17,0,18,"Masters",5,"admin",0,2,"not-at-all",0.75,"7-12-mo",0.75,4,"somewhat-happy"
1327,0,0,32,"30-34",34,1,20,"Phd-MD-Other",4,"clerical",1,4,"somewhat",10,"9-11-yrs",9,5,"very-happy"
1328,0,0,32,"30-34",34,0,14,"some-college",3,"skilled",0,5,"very",0.75,"7-12-mo",0.75,3,"average"
1330,0,0,37,"35-39",35,1,17,"some-graduate",5,"admin",1,4,"somewhat",15,"12+",14,3,"average"
1332,0,0,32,"30-34",30,1,14,"some-college",4,"clerical",0,3,"slightly",4,"3-5-yrs",3,5,"very-happy"
1333,0,0,27,"25-29",26,0,17,"some-graduate",3,"skilled",0,2,"not-at-all",1.5,"1-2-yrs",2,2,"somewhat-unhappy"
1336,0,0,22,"20-24",20,0,14,"some-college",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",7,5,"very-happy"
1341,0,0,47,"45-49",46,1,14,"some-college",6,"manager",1,5,"very",15,"12+",19,5,"very-happy"
1344,0,0,27,"25-29",28,1,16,"College-graduate",4,"clerical",1,1,"anti",4,"3-5-yrs",5,4,"somewhat-happy"
1352,0,0,37,"35-39",36,0,14,"some-college",1,"unskilled",1,5,"very",15,"12+",30,3,"average"
1353,12,1,47,"45-49",49,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",31,4,"somewhat-happy"
1358,0,0,42,"40-44",43,1,18,"Masters",5,"admin",1,4,"somewhat",4,"3-5-yrs",5,5,"very-happy"
1359,0,0,32,"30-34",33,0,14,"some-college",1,"unskilled",1,2,"not-at-all",4,"3-5-yrs",5,5,"very-happy"
1361,0,0,52,"50-54",51,1,14,"some-college",7,"executive",1,2,"not-at-all",15,"12+",35,4,"somewhat-happy"
1364,0,0,22,"20-24",22,0,16,"College-graduate",1,"unskilled",0,2,"not-at-all",1.5,"1-2-yrs",1,4,"somewhat-happy"
1368,0,0,52,"50-54",50,1,12,"HS-graduate",2,"semi-skilled",1,4,"somewhat",15,"12+",29,4,"somewhat-happy"
1370,2,1,42,"40-44",41,0,17,"some-graduate",6,"manager",1,2,"not-at-all",15,"12+",16,3,"average"
1384,0,0,22,"20-24",23,0,17,"some-graduate",1,"unskilled",0,3,"slightly",0.416999995708466,"4-6-mo",0.333333333333333,5,"very-happy"
1390,0,0,22,"20-24",24,0,16,"College-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1393,0,0,27,"25-29",27,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",4,"3-5-yrs",4,4,"somewhat-happy"
1394,0,0,32,"30-34",32,0,14,"some-college",1,"unskilled",1,4,"somewhat",15,"12+",33,5,"very-happy"
1402,0,0,27,"25-29",27,0,16,"College-graduate",3,"skilled",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1407,0,0,32,"30-34",31,1,20,"Phd-MD-Other",6,"manager",0,1,"anti",4,"3-5-yrs",3,5,"very-happy"
1408,0,0,37,"35-39",39,1,20,"Phd-MD-Other",6,"manager",1,3,"slightly",15,"12+",33,4,"somewhat-happy"
1412,0,0,32,"30-34",33,0,16,"College-graduate",6,"manager",0,2,"not-at-all",10,"9-11-yrs",10,5,"very-happy"
1413,0,0,32,"30-34",32,0,14,"some-college",5,"admin",1,5,"very",10,"9-11-yrs",9,5,"very-happy"
1416,0,0,37,"35-39",38,1,18,"Masters",5,"admin",1,4,"somewhat",1.5,"1-2-yrs",1,3,"average"
1417,0,0,32,"30-34",32,1,18,"Masters",4,"clerical",0,2,"not-at-all",1.5,"1-2-yrs",2,4,"somewhat-happy"
1418,0,0,32,"30-34",31,0,14,"some-college",1,"unskilled",1,4,"somewhat",10,"9-11-yrs",9,4,"somewhat-happy"
1419,0,0,47,"45-49",47,0,18,"Masters",5,"admin",1,4,"somewhat",15,"12+",17,4,"somewhat-happy"
1420,0,0,27,"25-29",25,0,12,"HS-graduate",1,"unskilled",1,5,"very",10,"9-11-yrs",9,5,"very-happy"
1423,0,0,27,"25-29",28,1,16,"College-graduate",4,"clerical",1,3,"slightly",4,"3-5-yrs",3,5,"very-happy"
1424,0,0,37,"35-39",36,0,12,"HS-graduate",4,"clerical",1,4,"somewhat",15,"12+",27,2,"somewhat-unhappy"
1427,12,1,37,"35-39",39,1,17,"some-graduate",6,"manager",1,3,"slightly",15,"12+",17,3,"average"
1432,0,0,27,"25-29",27,0,16,"College-graduate",5,"admin",0,4,"somewhat",0.75,"7-12-mo",0.75,5,"very-happy"
1433,0,0,37,"35-39",38,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",15,"12+",26,5,"very-happy"
1437,0,0,32,"30-34",32,0,16,"College-graduate",1,"unskilled",1,3,"slightly",15,"12+",21,5,"very-happy"
1438,0,0,27,"25-29",29,0,16,"College-graduate",1,"unskilled",1,2,"not-at-all",10,"9-11-yrs",9,5,"very-happy"
1439,0,0,27,"25-29",26,1,20,"Phd-MD-Other",6,"manager",0,2,"not-at-all",7,"6-8-yrs",8,5,"very-happy"
1445,12,1,37,"35-39",37,1,17,"some-graduate",5,"admin",1,5,"very",15,"12+",15,2,"somewhat-unhappy"
1446,0,0,37,"35-39",39,0,14,"some-college",1,"unskilled",1,2,"not-at-all",15,"12+",35,3,"average"
1450,0,0,27,"25-29",25,1,17,"some-graduate",4,"clerical",1,2,"not-at-all",1.5,"1-2-yrs",2,4,"somewhat-happy"
1451,0,0,22,"20-24",20,0,14,"some-college",1,"unskilled",1,2,"not-at-all",0.75,"7-12-mo",0.583333333333333,5,"very-happy"
1452,0,0,22,"20-24",24,1,14,"some-college",2,"semi-skilled",1,4,"somewhat",4,"3-5-yrs",3,4,"somewhat-happy"
1453,0,0,42,"40-44",41,1,17,"some-graduate",6,"manager",0,4,"somewhat",0.125,"3-mo-or-less",0.0833333333333333,4,"somewhat-happy"
1456,0,0,27,"25-29",27,1,18,"Masters",6,"manager",1,4,"somewhat",1.5,"1-2-yrs",1,5,"very-happy"
1460,7,1,27,"25-29",27,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",10,"9-11-yrs",9,4,"somewhat-happy"
1464,0,0,27,"25-29",29,1,16,"College-graduate",6,"manager",1,3,"slightly",7,"6-8-yrs",6,3,"average"
1469,0,0,52,"50-54",55,0,14,"some-college",1,"unskilled",1,4,"somewhat",15,"12+",14,3,"average"
1473,0,0,27,"25-29",27,1,20,"Phd-MD-Other",5,"admin",0,5,"very",1.5,"1-2-yrs",1,2,"somewhat-unhappy"
1480,2,1,37,"35-39",36,1,16,"College-graduate",5,"admin",1,2,"not-at-all",15,"12+",22,4,"somewhat-happy"
1481,0,0,27,"25-29",29,0,16,"College-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1482,0,0,27,"25-29",29,0,17,"some-graduate",5,"admin",0,3,"slightly",1.5,"1-2-yrs",2,5,"very-happy"
1496,0,0,22,"20-24",23,1,16,"College-graduate",4,"clerical",0,5,"very",0.125,"3-mo-or-less",0.166666666666667,4,"somewhat-happy"
1497,0,0,27,"25-29",27,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",4,"3-5-yrs",4,5,"very-happy"
1504,0,0,27,"25-29",25,0,12,"HS-graduate",1,"unskilled",1,4,"somewhat",4,"3-5-yrs",3,5,"very-happy"
1505,12,1,32,"30-34",32,0,14,"some-college",5,"admin",1,1,"anti",15,"12+",19,2,"somewhat-unhappy"
1513,0,0,47,"45-49",49,0,14,"some-college",5,"admin",1,2,"not-at-all",15,"12+",29,5,"very-happy"
1515,0,0,32,"30-34",32,0,14,"some-college",5,"admin",1,3,"slightly",15,"12+",13,3,"average"
1534,0,0,42,"40-44",41,1,16,"College-graduate",5,"admin",1,2,"not-at-all",7,"6-8-yrs",8,5,"very-happy"
1535,0,0,22,"20-24",24,1,16,"College-graduate",6,"manager",0,4,"somewhat",0.75,"7-12-mo",0.833333333333333,4,"somewhat-happy"
1536,0,0,27,"25-29",28,1,20,"Phd-MD-Other",6,"manager",0,3,"slightly",0.125,"3-mo-or-less",0.166666666666667,5,"very-happy"
1540,0,0,32,"30-34",32,1,20,"Phd-MD-Other",6,"manager",1,3,"slightly",10,"9-11-yrs",9,5,"very-happy"
1543,7,1,32,"30-34",33,1,17,"some-graduate",6,"manager",1,3,"slightly",10,"9-11-yrs",10,3,"average"
1548,2,1,37,"35-39",35,1,18,"Masters",5,"admin",1,4,"somewhat",15,"12+",35,1,"very-unhappy"
1550,7,1,27,"25-29",26,0,17,"some-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1551,0,0,22,"20-24",24,0,14,"some-college",4,"clerical",0,5,"very",0.416999995708466,"4-6-mo",0.333333333333333,5,"very-happy"
1555,0,0,47,"45-49",45,0,14,"some-college",1,"unskilled",1,5,"very",15,"12+",33,4,"somewhat-happy"
1557,0,0,32,"30-34",33,0,14,"some-college",1,"unskilled",1,3,"slightly",10,"9-11-yrs",9,5,"very-happy"
1561,3,1,47,"45-49",49,0,17,"some-graduate",5,"admin",1,2,"not-at-all",15,"12+",24,2,"somewhat-unhappy"
1564,12,1,37,"35-39",35,1,17,"some-graduate",5,"admin",1,2,"not-at-all",15,"12+",12,4,"somewhat-happy"
1566,0,0,57,"55+",59,1,17,"some-graduate",5,"admin",1,4,"somewhat",15,"12+",29,5,"very-happy"
1567,0,0,27,"25-29",29,1,20,"Phd-MD-Other",6,"manager",1,3,"slightly",4,"3-5-yrs",5,5,"very-happy"
1573,12,1,27,"25-29",27,0,14,"some-college",5,"admin",0,2,"not-at-all",4,"3-5-yrs",5,5,"very-happy"
1575,2,1,27,"25-29",27,0,14,"some-college",1,"unskilled",1,4,"somewhat",10,"9-11-yrs",9,5,"very-happy"
1576,0,0,32,"30-34",33,0,17,"some-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",6,5,"very-happy"
1584,0,0,37,"35-39",38,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",10,"9-11-yrs",11,5,"very-happy"
1585,0,0,32,"30-34",31,0,18,"Masters",1,"unskilled",1,1,"anti",10,"9-11-yrs",9,4,"somewhat-happy"
1590,0,0,22,"20-24",22,0,14,"some-college",1,"unskilled",0,3,"slightly",4,"3-5-yrs",5,4,"somewhat-happy"
1594,0,0,27,"25-29",27,0,14,"some-college",3,"skilled",1,4,"somewhat",7,"6-8-yrs",6,2,"somewhat-unhappy"
1595,0,0,57,"55+",65,1,18,"Masters",5,"admin",1,5,"very",15,"12+",32,2,"somewhat-unhappy"
1599,1,1,22,"20-24",23,0,16,"College-graduate",1,"unskilled",1,3,"slightly",4,"3-5-yrs",4,3,"average"
1603,0,0,32,"30-34",31,1,18,"Masters",5,"admin",1,2,"not-at-all",7,"6-8-yrs",7,5,"very-happy"
1608,0,0,27,"25-29",25,0,17,"some-graduate",1,"unskilled",0,4,"somewhat",1.5,"1-2-yrs",1,3,"average"
1609,0,0,22,"20-24",24,1,14,"some-college",5,"admin",0,4,"somewhat",1.5,"1-2-yrs",2,5,"very-happy"
1615,0,0,22,"20-24",21,0,14,"some-college",5,"admin",1,4,"somewhat",1.5,"1-2-yrs",2,4,"somewhat-happy"
1616,0,0,32,"30-34",32,0,16,"College-graduate",1,"unskilled",1,3,"slightly",7,"6-8-yrs",8,5,"very-happy"
1617,0,0,47,"45-49",46,0,16,"College-graduate",5,"admin",1,3,"slightly",15,"12+",25,4,"somewhat-happy"
1620,0,0,22,"20-24",21,0,16,"College-graduate",1,"unskilled",0,3,"slightly",0.75,"7-12-mo",1,5,"very-happy"
1621,0,0,22,"20-24",22,0,14,"some-college",5,"admin",1,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1622,12,1,52,"50-54",55,1,16,"College-graduate",5,"admin",0,4,"somewhat",7,"6-8-yrs",8,5,"very-happy"
1629,2,1,27,"25-29",28,0,16,"College-graduate",3,"skilled",1,1,"anti",4,"3-5-yrs",5,5,"very-happy"
1637,0,0,27,"25-29",28,0,16,"College-graduate",5,"admin",1,1,"anti",4,"3-5-yrs",5,5,"very-happy"
1638,0,0,52,"50-54",51,1,16,"College-graduate",5,"admin",1,4,"somewhat",15,"12+",16,5,"very-happy"
1650,0,0,32,"30-34",30,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",10,"9-11-yrs",10,5,"very-happy"
1654,0,0,47,"45-49",45,1,16,"College-graduate",6,"manager",1,4,"somewhat",15,"12+",28,4,"somewhat-happy"
1664,7,1,37,"35-39",36,0,17,"some-graduate",6,"manager",1,2,"not-at-all",15,"12+",29,4,"somewhat-happy"
1665,0,0,27,"25-29",27,0,14,"some-college",1,"unskilled",1,2,"not-at-all",7,"6-8-yrs",7,2,"somewhat-unhappy"
1669,2,1,27,"25-29",29,0,17,"some-graduate",3,"skilled",0,1,"anti",4,"3-5-yrs",4,1,"very-unhappy"
1670,0,0,22,"20-24",24,0,14,"some-college",4,"clerical",0,4,"somewhat",1.5,"1-2-yrs",2,5,"very-happy"
1671,0,0,32,"30-34",33,0,16,"College-graduate",5,"admin",1,2,"not-at-all",10,"9-11-yrs",9,4,"somewhat-happy"
1674,12,1,17.5,"19-",17,0,12,"HS-graduate",3,"skilled",1,2,"not-at-all",0.75,"7-12-mo",0.5,5,"very-happy"
1675,0,0,22,"20-24",22,0,16,"College-graduate",5,"admin",0,2,"not-at-all",0.75,"7-12-mo",0.75,4,"somewhat-happy"
1682,7,1,32,"30-34",33,0,18,"Masters",5,"admin",1,5,"very",15,"12+",33,4,"somewhat-happy"
1685,7,1,22,"20-24",23,0,16,"College-graduate",3,"skilled",0,1,"anti",4,"3-5-yrs",5,5,"very-happy"
1688,0,0,22,"20-24",20,0,16,"College-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1691,0,0,42,"40-44",44,0,18,"Masters",6,"manager",1,3,"slightly",15,"12+",25,4,"somewhat-happy"
1695,0,0,27,"25-29",29,0,14,"some-college",4,"clerical",1,5,"very",7,"6-8-yrs",7,5,"very-happy"
1697,2,1,32,"30-34",34,1,18,"Masters",6,"manager",1,4,"somewhat",4,"3-5-yrs",5,4,"somewhat-happy"
1698,0,0,42,"40-44",40,1,16,"College-graduate",4,"clerical",1,4,"somewhat",15,"12+",33,4,"somewhat-happy"
1704,0,0,57,"55+",56,0,18,"Masters",5,"admin",1,3,"slightly",15,"12+",18,2,"somewhat-unhappy"
1705,0,0,42,"40-44",41,1,18,"Masters",6,"manager",1,3,"slightly",15,"12+",31,2,"somewhat-unhappy"
1711,0,0,32,"30-34",33,0,14,"some-college",1,"unskilled",1,2,"not-at-all",7,"6-8-yrs",7,2,"somewhat-unhappy"
1716,1,1,22,"20-24",24,0,18,"Masters",5,"admin",1,3,"slightly",1.5,"1-2-yrs",1,2,"somewhat-unhappy"
1719,0,0,22,"20-24",20,1,12,"HS-graduate",4,"clerical",0,5,"very",4,"3-5-yrs",4,5,"very-happy"
1723,0,0,22,"20-24",22,0,16,"College-graduate",6,"manager",0,1,"anti",1.5,"1-2-yrs",2,5,"very-happy"
1726,0,0,22,"20-24",20,0,14,"some-college",4,"clerical",0,1,"anti",0.75,"7-12-mo",0.75,5,"very-happy"
1730,3,1,42,"40-44",43,0,17,"some-graduate",5,"admin",1,2,"not-at-all",15,"12+",26,4,"somewhat-happy"
1731,1,1,32,"30-34",34,1,16,"College-graduate",4,"clerical",1,4,"somewhat",7,"6-8-yrs",8,4,"somewhat-happy"
1732,12,1,37,"35-39",35,1,14,"some-college",6,"manager",0,3,"slightly",15,"12+",14,2,"somewhat-unhappy"
1743,1,1,42,"40-44",40,1,16,"College-graduate",6,"manager",1,3,"slightly",15,"12+",25,3,"average"
1749,0,0,32,"30-34",33,0,12,"HS-graduate",1,"unskilled",1,4,"somewhat",15,"12+",23,5,"very-happy"
1751,1,1,27,"25-29",25,1,18,"Masters",5,"admin",1,1,"anti",4,"3-5-yrs",5,4,"somewhat-happy"
1752,0,0,22,"20-24",23,1,18,"Masters",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,3,"average"
1754,0,0,27,"25-29",25,1,17,"some-graduate",2,"semi-skilled",1,5,"very",4,"3-5-yrs",5,5,"very-happy"
1757,2,1,37,"35-39",36,1,20,"Phd-MD-Other",7,"executive",1,4,"somewhat",15,"12+",31,3,"average"
1758,0,0,27,"25-29",25,0,12,"HS-graduate",1,"unskilled",1,4,"somewhat",4,"3-5-yrs",5,5,"very-happy"
1761,0,0,42,"40-44",40,1,18,"Masters",5,"admin",1,5,"very",15,"12+",13,4,"somewhat-happy"
1763,7,1,37,"35-39",35,1,20,"Phd-MD-Other",6,"manager",1,3,"slightly",15,"12+",21,4,"somewhat-happy"
1766,3,1,22,"20-24",21,1,12,"HS-graduate",3,"skilled",0,2,"not-at-all",1.5,"1-2-yrs",2,3,"average"
1772,3,1,32,"30-34",34,1,20,"Phd-MD-Other",6,"manager",1,3,"slightly",4,"3-5-yrs",5,2,"somewhat-unhappy"
1773,0,0,32,"30-34",31,1,20,"Phd-MD-Other",7,"executive",0,2,"not-at-all",1.5,"1-2-yrs",2,3,"average"
1775,0,0,57,"55+",56,1,9,"grade-school",3,"skilled",0,4,"somewhat",15,"12+",32,1,"very-unhappy"
1776,2,1,32,"30-34",33,1,20,"Phd-MD-Other",6,"manager",1,5,"very",15,"12+",21,5,"very-happy"
1782,12,1,52,"50-54",55,0,18,"Masters",5,"admin",1,1,"anti",15,"12+",27,5,"very-happy"
1784,12,1,47,"45-49",45,1,18,"Masters",6,"manager",0,1,"anti",15,"12+",21,5,"very-happy"
1786,0,0,37,"35-39",35,1,18,"Masters",5,"admin",0,4,"somewhat",7,"6-8-yrs",8,5,"very-happy"
1791,3,1,32,"30-34",32,0,16,"College-graduate",4,"clerical",1,4,"somewhat",15,"12+",15,4,"somewhat-happy"
1793,0,0,52,"50-54",51,1,17,"some-graduate",5,"admin",1,2,"not-at-all",15,"12+",25,4,"somewhat-happy"
1799,0,0,47,"45-49",48,1,17,"some-graduate",6,"manager",1,4,"somewhat",15,"12+",30,5,"very-happy"
1803,0,0,27,"25-29",25,0,17,"some-graduate",5,"admin",0,2,"not-at-all",7,"6-8-yrs",8,4,"somewhat-happy"
1806,0,0,27,"25-29",29,0,14,"some-college",5,"admin",1,4,"somewhat",7,"6-8-yrs",6,5,"very-happy"
1807,0,0,22,"20-24",24,0,14,"some-college",3,"skilled",0,2,"not-at-all",4,"3-5-yrs",4,3,"average"
1808,0,0,37,"35-39",39,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",7,"6-8-yrs",7,5,"very-happy"
1814,0,0,27,"25-29",28,1,12,"HS-graduate",4,"clerical",0,4,"somewhat",7,"6-8-yrs",8,3,"average"
1815,0,0,42,"40-44",41,1,18,"Masters",6,"manager",1,4,"somewhat",10,"9-11-yrs",10,4,"somewhat-happy"
1818,0,0,22,"20-24",20,0,14,"some-college",1,"unskilled",0,3,"slightly",1.5,"1-2-yrs",2,5,"very-happy"
1827,0,0,22,"20-24",23,0,14,"some-college",1,"unskilled",1,2,"not-at-all",4,"3-5-yrs",3,3,"average"
1831,7,1,32,"30-34",33,0,14,"some-college",3,"skilled",1,3,"slightly",15,"12+",16,2,"somewhat-unhappy"
1834,0,0,57,"55+",60,0,20,"Phd-MD-Other",6,"manager",0,4,"somewhat",15,"12+",35,5,"very-happy"
1835,0,0,37,"35-39",37,1,14,"some-college",4,"clerical",1,4,"somewhat",15,"12+",27,3,"average"
1840,7,1,27,"25-29",29,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",6,2,"somewhat-unhappy"
1843,0,0,27,"25-29",29,0,18,"Masters",5,"admin",1,3,"slightly",7,"6-8-yrs",8,5,"very-happy"
1844,12,1,42,"40-44",43,1,18,"Masters",6,"manager",1,3,"slightly",15,"12+",19,2,"somewhat-unhappy"
1846,0,0,17.5,"19-",19,0,14,"some-college",4,"clerical",0,4,"somewhat",10,"9-11-yrs",11,5,"very-happy"
1850,0,0,22,"20-24",21,1,16,"College-graduate",5,"admin",1,4,"somewhat",4,"3-5-yrs",3,5,"very-happy"
1851,0,0,27,"25-29",25,0,16,"College-graduate",1,"unskilled",1,2,"not-at-all",4,"3-5-yrs",3,4,"somewhat-happy"
1854,0,0,37,"35-39",36,0,14,"some-college",5,"admin",1,2,"not-at-all",15,"12+",25,1,"very-unhappy"
1856,7,1,42,"40-44",41,0,14,"some-college",3,"skilled",1,2,"not-at-all",15,"12+",25,2,"somewhat-unhappy"
1859,0,0,22,"20-24",22,0,14,"some-college",1,"unskilled",0,5,"very",1.5,"1-2-yrs",1,4,"somewhat-happy"
1861,0,0,27,"25-29",28,1,20,"Phd-MD-Other",5,"admin",1,2,"not-at-all",7,"6-8-yrs",7,4,"somewhat-happy"
1866,0,0,27,"25-29",29,1,14,"some-college",5,"admin",1,4,"somewhat",4,"3-5-yrs",3,5,"very-happy"
1873,0,0,22,"20-24",20,1,16,"College-graduate",3,"skilled",0,1,"anti",0.125,"3-mo-or-less",0.166666666666667,5,"very-happy"
1875,0,0,27,"25-29",26,0,14,"some-college",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",7,4,"somewhat-happy"
1876,12,1,27,"25-29",29,1,17,"some-graduate",5,"admin",1,2,"not-at-all",7,"6-8-yrs",6,4,"somewhat-happy"
1885,0,0,32,"30-34",34,0,16,"College-graduate",5,"admin",1,5,"very",15,"12+",27,3,"average"
1892,0,0,32,"30-34",33,1,18,"Masters",5,"admin",1,4,"somewhat",10,"9-11-yrs",9,4,"somewhat-happy"
1895,0,0,32,"30-34",32,0,14,"some-college",3,"skilled",1,2,"not-at-all",15,"12+",34,4,"somewhat-happy"
1896,0,0,22,"20-24",21,0,17,"some-graduate",5,"admin",0,3,"slightly",1.5,"1-2-yrs",1,5,"very-happy"
1897,0,0,27,"25-29",28,1,17,"some-graduate",4,"clerical",1,4,"somewhat",4,"3-5-yrs",4,4,"somewhat-happy"
1899,0,0,52,"50-54",51,0,14,"some-college",1,"unskilled",1,5,"very",15,"12+",17,5,"very-happy"
1904,0,0,27,"25-29",27,0,12,"HS-graduate",1,"unskilled",1,2,"not-at-all",7,"6-8-yrs",6,2,"somewhat-unhappy"
1905,0,0,27,"25-29",26,0,12,"HS-graduate",1,"unskilled",1,3,"slightly",7,"6-8-yrs",7,4,"somewhat-happy"
1908,0,0,42,"40-44",40,0,14,"some-college",1,"unskilled",1,2,"not-at-all",15,"12+",18,4,"somewhat-happy"
1916,0,0,42,"40-44",40,0,14,"some-college",5,"admin",1,4,"somewhat",15,"12+",33,4,"somewhat-happy"
1918,0,0,27,"25-29",25,1,14,"some-college",3,"skilled",1,4,"somewhat",7,"6-8-yrs",6,3,"average"
1920,0,0,27,"25-29",26,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",7,"6-8-yrs",7,2,"somewhat-unhappy"
1929,3,1,32,"30-34",32,1,14,"some-college",4,"clerical",1,4,"somewhat",10,"9-11-yrs",11,3,"average"
1930,0,0,42,"40-44",44,0,12,"HS-graduate",3,"skilled",1,3,"slightly",15,"12+",33,3,"average"
1935,7,1,47,"45-49",48,1,16,"College-graduate",4,"clerical",1,3,"slightly",15,"12+",21,2,"somewhat-unhappy"
1938,1,1,22,"20-24",24,1,12,"HS-graduate",2,"semi-skilled",1,1,"anti",1.5,"1-2-yrs",1,5,"very-happy"
1940,0,0,27,"25-29",25,1,16,"College-graduate",3,"skilled",1,3,"slightly",4,"3-5-yrs",3,5,"very-happy"
1941,7,1,32,"30-34",30,0,18,"Masters",5,"admin",1,2,"not-at-all",10,"9-11-yrs",11,4,"somewhat-happy"
1947,0,0,27,"25-29",29,0,14,"some-college",1,"unskilled",1,3,"slightly",7,"6-8-yrs",7,4,"somewhat-happy"
1949,0,0,22,"20-24",20,0,14,"some-college",4,"clerical",0,2,"not-at-all",1.5,"1-2-yrs",1,5,"very-happy"
1951,0,0,27,"25-29",25,0,14,"some-college",1,"unskilled",1,4,"somewhat",4,"3-5-yrs",4,4,"somewhat-happy"
1952,0,0,22,"20-24",24,0,14,"some-college",5,"admin",0,4,"somewhat",4,"3-5-yrs",5,5,"very-happy"
1954,2,1,32,"30-34",30,1,17,"some-graduate",6,"manager",1,2,"not-at-all",10,"9-11-yrs",10,5,"very-happy"
1959,2,1,22,"20-24",20,1,18,"Masters",6,"manager",1,3,"slightly",7,"6-8-yrs",8,2,"somewhat-unhappy"
1960,0,0,22,"20-24",24,0,16,"College-graduate",4,"clerical",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
9001,0,0,47,"45-49",46,1,14,"some-college",5,"admin",0,4,"somewhat",15,"12+",31,4,"somewhat-happy"
9010,1,1,32,"30-34",32,0,14,"some-college",1,"unskilled",1,3,"slightly",15,"12+",20,5,"very-happy"
9012,0,0,37,"35-39",37,1,18,"Masters",6,"manager",1,2,"not-at-all",10,"9-11-yrs",9,2,"somewhat-unhappy"
9023,0,0,37,"35-39",37,1,17,"some-graduate",5,"admin",1,3,"slightly",15,"12+",24,4,"somewhat-happy"
9029,0,0,27,"25-29",26,0,16,"College-graduate",1,"unskilled",1,2,"not-at-all",4,"3-5-yrs",3,4,"somewhat-happy"
